id,center,obj_name,i,f
364,"(626, 116)",person,3,4359
382,"(616, 118)",bicycle,4,4359
398,"(82, 477)",person,5,4359
409,"(341, 362)",person,6,4359
281,"(763, 144)",bicycle,0,4360
282,"(763, 140)",person,1,4360
347,"(487, 314)",person,2,4360
360,"(713, 135)",person,3,4360
364,"(627, 115)",person,4,4360
371,"(624, 114)",person,5,4360
373,"(707, 135)",person,6,4360
382,"(616, 119)",bicycle,7,4360
393,"(631, 113)",person,8,4360
398,"(59, 476)",person,9,4360
409,"(351, 358)",person,10,4360
281,"(763, 144)",bicycle,0,4361
282,"(763, 140)",person,1,4361
347,"(484, 314)",person,2,4361
360,"(714, 134)",person,3,4361
364,"(628, 114)",person,4,4361
371,"(625, 113)",person,5,4361
373,"(708, 135)",person,6,4361
382,"(616, 119)",bicycle,7,4361
393,"(634, 112)",person,8,4361
398,"(38, 475)",person,9,4361
409,"(357, 356)",person,10,4361
281,"(763, 143)",bicycle,0,4362
282,"(763, 140)",person,1,4362
347,"(482, 324)",person,2,4362
360,"(715, 134)",person,3,4362
364,"(628, 114)",person,4,4362
371,"(625, 112)",person,5,4362
373,"(708, 135)",person,6,4362
382,"(616, 119)",bicycle,7,4362
398,"(25, 475)",person,8,4362
409,"(361, 354)",person,9,4362
281,"(763, 143)",bicycle,0,4363
282,"(763, 140)",person,1,4363
347,"(479, 332)",person,2,4363
360,"(715, 134)",person,3,4363
371,"(627, 112)",person,4,4363
382,"(616, 120)",bicycle,5,4363
409,"(364, 348)",person,6,4363
281,"(763, 142)",bicycle,0,4364
282,"(763, 140)",person,1,4364
347,"(477, 342)",person,2,4364
360,"(715, 134)",person,3,4364
371,"(626, 112)",person,4,4364
382,"(616, 119)",bicycle,5,4364
409,"(365, 336)",person,6,4364
281,"(763, 142)",bicycle,0,4365
282,"(763, 140)",person,1,4365
347,"(475, 346)",person,2,4365
360,"(712, 133)",person,3,4365
371,"(626, 112)",person,4,4365
382,"(616, 119)",bicycle,5,4365
409,"(366, 327)",person,6,4365
281,"(763, 142)",bicycle,0,4366
282,"(763, 139)",person,1,4366
347,"(472, 347)",person,2,4366
360,"(711, 133)",person,3,4366
371,"(626, 113)",person,4,4366
382,"(616, 119)",bicycle,5,4366
409,"(367, 323)",person,6,4366
281,"(763, 142)",bicycle,0,4367
282,"(764, 139)",person,1,4367
347,"(471, 348)",person,2,4367
360,"(712, 133)",person,3,4367
371,"(626, 113)",person,4,4367
382,"(616, 119)",bicycle,5,4367
409,"(371, 321)",person,6,4367
281,"(763, 142)",bicycle,0,4368
282,"(764, 139)",person,1,4368
347,"(467, 355)",person,2,4368
360,"(713, 133)",person,3,4368
371,"(628, 113)",person,4,4368
382,"(616, 119)",bicycle,5,4368
409,"(375, 319)",person,6,4368
281,"(763, 142)",bicycle,0,4369
282,"(764, 138)",person,1,4369
347,"(460, 363)",person,2,4369
360,"(715, 134)",person,3,4369
371,"(626, 113)",person,4,4369
382,"(616, 119)",bicycle,5,4369
409,"(381, 314)",person,6,4369
281,"(763, 142)",bicycle,0,4370
282,"(764, 139)",person,1,4370
347,"(453, 374)",person,2,4370
360,"(715, 134)",person,3,4370
364,"(614, 92)",person,4,4370
371,"(627, 113)",person,5,4370
382,"(616, 119)",bicycle,6,4370
409,"(389, 301)",person,7,4370
281,"(763, 142)",bicycle,0,4371
282,"(764, 139)",person,1,4371
347,"(448, 379)",person,2,4371
360,"(714, 134)",person,3,4371
364,"(613, 91)",person,4,4371
371,"(628, 113)",person,5,4371
382,"(616, 118)",bicycle,6,4371
409,"(393, 297)",person,7,4371
281,"(763, 142)",bicycle,0,4372
282,"(764, 139)",person,1,4372
347,"(441, 381)",person,2,4372
360,"(714, 134)",person,3,4372
371,"(628, 114)",person,4,4372
382,"(616, 118)",bicycle,5,4372
409,"(396, 295)",person,6,4372
281,"(763, 142)",bicycle,0,4373
282,"(764, 139)",person,1,4373
347,"(433, 383)",person,2,4373
360,"(713, 134)",person,3,4373
371,"(629, 112)",person,4,4373
382,"(616, 118)",bicycle,5,4373
409,"(395, 294)",person,6,4373
281,"(764, 142)",bicycle,0,4374
282,"(763, 140)",person,1,4374
347,"(426, 393)",person,2,4374
360,"(714, 134)",person,3,4374
371,"(629, 112)",person,4,4374
382,"(616, 118)",bicycle,5,4374
409,"(395, 292)",person,6,4374
281,"(764, 142)",bicycle,0,4375
282,"(763, 139)",person,1,4375
347,"(421, 406)",person,2,4375
360,"(713, 135)",person,3,4375
371,"(628, 113)",person,4,4375
374,"(392, 222)",bicycle,5,4375
382,"(616, 118)",bicycle,6,4375
393,"(625, 112)",person,7,4375
409,"(398, 287)",person,8,4375
281,"(764, 142)",bicycle,0,4376
282,"(763, 139)",person,1,4376
347,"(415, 417)",person,2,4376
360,"(712, 135)",person,3,4376
371,"(628, 113)",person,4,4376
374,"(397, 204)",bicycle,5,4376
382,"(616, 118)",bicycle,6,4376
393,"(624, 113)",person,7,4376
281,"(764, 142)",bicycle,0,4377
282,"(763, 139)",person,1,4377
347,"(408, 425)",person,2,4377
360,"(713, 135)",person,3,4377
371,"(629, 113)",person,4,4377
374,"(399, 191)",bicycle,5,4377
382,"(616, 118)",bicycle,6,4377
393,"(621, 114)",person,7,4377
281,"(763, 142)",bicycle,0,4378
282,"(764, 139)",person,1,4378
347,"(401, 428)",person,2,4378
360,"(714, 135)",person,3,4378
371,"(625, 115)",person,4,4378
374,"(402, 186)",bicycle,5,4378
382,"(617, 118)",bicycle,6,4378
393,"(619, 114)",person,7,4378
281,"(763, 142)",bicycle,0,4379
282,"(764, 139)",person,1,4379
347,"(395, 429)",person,2,4379
360,"(714, 136)",person,3,4379
371,"(627, 113)",person,4,4379
374,"(407, 193)",bicycle,5,4379
382,"(616, 118)",bicycle,6,4379
393,"(622, 114)",person,7,4379
281,"(763, 142)",bicycle,0,4380
282,"(764, 139)",person,1,4380
347,"(391, 433)",person,2,4380
360,"(715, 135)",person,3,4380
371,"(626, 113)",person,4,4380
374,"(411, 189)",bicycle,5,4380
382,"(616, 118)",bicycle,6,4380
393,"(622, 114)",person,7,4380
409,"(412, 253)",person,8,4380
281,"(762, 142)",bicycle,0,4381
282,"(765, 139)",person,1,4381
347,"(379, 447)",person,2,4381
360,"(715, 135)",person,3,4381
371,"(626, 113)",person,4,4381
382,"(616, 118)",bicycle,5,4381
393,"(620, 113)",person,6,4381
409,"(417, 253)",person,7,4381
281,"(763, 142)",bicycle,0,4382
282,"(764, 139)",person,1,4382
347,"(369, 459)",person,2,4382
360,"(714, 135)",person,3,4382
382,"(616, 118)",bicycle,4,4382
393,"(619, 113)",person,5,4382
409,"(422, 253)",person,6,4382
281,"(763, 142)",bicycle,0,4383
282,"(764, 139)",person,1,4383
347,"(361, 472)",person,2,4383
360,"(714, 135)",person,3,4383
382,"(616, 118)",bicycle,4,4383
393,"(619, 113)",person,5,4383
409,"(425, 253)",person,6,4383
281,"(763, 142)",bicycle,0,4384
282,"(764, 139)",person,1,4384
347,"(352, 476)",person,2,4384
360,"(715, 135)",person,3,4384
371,"(628, 113)",person,4,4384
382,"(616, 118)",bicycle,5,4384
393,"(622, 113)",person,6,4384
409,"(427, 253)",person,7,4384
281,"(763, 142)",bicycle,0,4385
282,"(764, 140)",person,1,4385
347,"(341, 478)",person,2,4385
360,"(715, 134)",person,3,4385
371,"(627, 114)",person,4,4385
382,"(616, 118)",bicycle,5,4385
393,"(622, 114)",person,6,4385
409,"(428, 253)",person,7,4385
281,"(762, 142)",bicycle,0,4386
282,"(763, 139)",person,1,4386
347,"(332, 479)",person,2,4386
360,"(715, 134)",person,3,4386
371,"(626, 114)",person,4,4386
382,"(616, 118)",bicycle,5,4386
409,"(427, 250)",person,6,4386
281,"(763, 142)",bicycle,0,4387
282,"(763, 139)",person,1,4387
347,"(323, 479)",person,2,4387
360,"(716, 134)",person,3,4387
371,"(626, 114)",person,4,4387
382,"(616, 118)",bicycle,5,4387
409,"(426, 241)",person,6,4387
281,"(762, 142)",bicycle,0,4388
282,"(763, 139)",person,1,4388
347,"(314, 479)",person,2,4388
360,"(715, 134)",person,3,4388
371,"(626, 114)",person,4,4388
382,"(616, 118)",bicycle,5,4388
393,"(620, 114)",person,6,4388
409,"(424, 238)",person,7,4388
281,"(762, 142)",bicycle,0,4389
282,"(763, 139)",person,1,4389
347,"(305, 479)",person,2,4389
360,"(716, 134)",person,3,4389
382,"(616, 118)",bicycle,4,4389
393,"(619, 115)",person,5,4389
409,"(422, 236)",person,6,4389
281,"(763, 142)",bicycle,0,4390
282,"(763, 139)",person,1,4390
347,"(295, 479)",person,2,4390
360,"(716, 134)",person,3,4390
371,"(627, 115)",person,4,4390
382,"(616, 118)",bicycle,5,4390
393,"(621, 114)",person,6,4390
409,"(423, 235)",person,7,4390
281,"(763, 142)",bicycle,0,4391
282,"(763, 139)",person,1,4391
347,"(285, 479)",person,2,4391
360,"(716, 134)",person,3,4391
371,"(628, 115)",person,4,4391
382,"(616, 118)",bicycle,5,4391
393,"(620, 114)",person,6,4391
409,"(426, 234)",person,7,4391
281,"(763, 142)",bicycle,0,4392
282,"(763, 139)",person,1,4392
347,"(276, 478)",person,2,4392
360,"(715, 134)",person,3,4392
371,"(628, 114)",person,4,4392
382,"(616, 118)",bicycle,5,4392
393,"(623, 114)",person,6,4392
409,"(429, 225)",person,7,4392
281,"(763, 142)",bicycle,0,4393
282,"(762, 139)",person,1,4393
347,"(266, 478)",person,2,4393
360,"(715, 134)",person,3,4393
371,"(628, 113)",person,4,4393
382,"(616, 118)",bicycle,5,4393
393,"(624, 113)",person,6,4393
409,"(435, 222)",person,7,4393
281,"(763, 142)",bicycle,0,4394
282,"(763, 139)",person,1,4394
347,"(253, 477)",person,2,4394
360,"(715, 134)",person,3,4394
371,"(628, 113)",person,4,4394
382,"(616, 118)",bicycle,5,4394
393,"(625, 112)",person,6,4394
409,"(439, 220)",person,7,4394
281,"(763, 142)",bicycle,0,4395
282,"(763, 138)",person,1,4395
347,"(241, 477)",person,2,4395
360,"(714, 133)",person,3,4395
382,"(616, 118)",bicycle,4,4395
393,"(626, 113)",person,5,4395
409,"(443, 220)",person,6,4395
281,"(763, 142)",bicycle,0,4396
282,"(763, 138)",person,1,4396
347,"(223, 477)",person,2,4396
360,"(714, 133)",person,3,4396
382,"(616, 118)",bicycle,4,4396
393,"(627, 113)",person,5,4396
409,"(445, 220)",person,6,4396
281,"(763, 142)",bicycle,0,4397
282,"(763, 138)",person,1,4397
347,"(206, 477)",person,2,4397
360,"(714, 132)",person,3,4397
382,"(616, 118)",bicycle,4,4397
393,"(628, 113)",person,5,4397
409,"(446, 218)",person,6,4397
281,"(763, 142)",bicycle,0,4398
282,"(763, 138)",person,1,4398
347,"(191, 477)",person,2,4398
360,"(714, 132)",person,3,4398
382,"(616, 118)",bicycle,4,4398
393,"(628, 113)",person,5,4398
409,"(447, 208)",person,6,4398
281,"(763, 142)",bicycle,0,4399
282,"(763, 138)",person,1,4399
347,"(179, 478)",person,2,4399
360,"(714, 132)",person,3,4399
382,"(616, 118)",bicycle,4,4399
393,"(628, 114)",person,5,4399
403,"(159, 475)",bicycle,6,4399
409,"(447, 207)",person,7,4399
281,"(763, 142)",bicycle,0,4400
282,"(763, 138)",person,1,4400
360,"(714, 132)",person,2,4400
382,"(616, 118)",bicycle,3,4400
393,"(628, 114)",person,4,4400
403,"(141, 477)",bicycle,5,4400
409,"(445, 207)",person,6,4400
281,"(762, 142)",bicycle,0,4401
282,"(763, 138)",person,1,4401
360,"(715, 132)",person,2,4401
371,"(620, 114)",person,3,4401
382,"(616, 118)",bicycle,4,4401
393,"(628, 115)",person,5,4401
403,"(134, 478)",bicycle,6,4401
409,"(447, 207)",person,7,4401
281,"(763, 142)",bicycle,0,4402
282,"(763, 138)",person,1,4402
360,"(715, 132)",person,2,4402
371,"(620, 114)",person,3,4402
382,"(616, 118)",bicycle,4,4402
393,"(628, 115)",person,5,4402
403,"(126, 478)",bicycle,6,4402
409,"(447, 206)",person,7,4402
281,"(762, 142)",bicycle,0,4403
282,"(763, 138)",person,1,4403
360,"(715, 132)",person,2,4403
371,"(619, 115)",person,3,4403
382,"(616, 118)",bicycle,4,4403
393,"(628, 115)",person,5,4403
403,"(111, 478)",bicycle,6,4403
409,"(450, 202)",person,7,4403
281,"(762, 142)",bicycle,0,4404
282,"(763, 138)",person,1,4404
360,"(715, 132)",person,2,4404
382,"(616, 118)",bicycle,3,4404
393,"(628, 115)",person,4,4404
403,"(84, 477)",bicycle,5,4404
409,"(456, 199)",person,6,4404
281,"(763, 142)",bicycle,0,4405
282,"(763, 138)",person,1,4405
360,"(715, 132)",person,2,4405
371,"(619, 114)",person,3,4405
382,"(616, 118)",bicycle,4,4405
393,"(628, 115)",person,5,4405
403,"(67, 477)",bicycle,6,4405
409,"(462, 198)",person,7,4405
281,"(763, 142)",bicycle,0,4406
282,"(763, 138)",person,1,4406
360,"(715, 132)",person,2,4406
371,"(619, 114)",person,3,4406
382,"(616, 118)",bicycle,4,4406
393,"(628, 115)",person,5,4406
403,"(57, 477)",bicycle,6,4406
409,"(465, 197)",person,7,4406
281,"(762, 142)",bicycle,0,4407
282,"(763, 138)",person,1,4407
360,"(715, 132)",person,2,4407
382,"(616, 118)",bicycle,3,4407
393,"(628, 115)",person,4,4407
403,"(40, 476)",bicycle,5,4407
409,"(467, 197)",person,6,4407
281,"(762, 142)",bicycle,0,4408
282,"(763, 138)",person,1,4408
360,"(715, 132)",person,2,4408
382,"(616, 118)",bicycle,3,4408
393,"(628, 115)",person,4,4408
403,"(32, 478)",bicycle,5,4408
409,"(470, 195)",person,6,4408
281,"(762, 142)",bicycle,0,4409
282,"(763, 138)",person,1,4409
360,"(715, 132)",person,2,4409
382,"(616, 118)",bicycle,3,4409
393,"(628, 115)",person,4,4409
409,"(471, 192)",person,5,4409
281,"(762, 142)",bicycle,0,4410
282,"(763, 138)",person,1,4410
360,"(715, 132)",person,2,4410
382,"(616, 118)",bicycle,3,4410
393,"(628, 115)",person,4,4410
409,"(471, 188)",person,5,4410
281,"(762, 142)",bicycle,0,4411
282,"(762, 138)",person,1,4411
360,"(714, 132)",person,2,4411
374,"(613, 79)",bicycle,3,4411
382,"(616, 118)",bicycle,4,4411
393,"(628, 113)",person,5,4411
409,"(470, 188)",person,6,4411
281,"(763, 142)",bicycle,0,4412
282,"(763, 139)",person,1,4412
360,"(714, 132)",person,2,4412
374,"(619, 76)",bicycle,3,4412
382,"(616, 119)",bicycle,4,4412
393,"(628, 112)",person,5,4412
409,"(471, 187)",person,6,4412
281,"(762, 142)",bicycle,0,4413
282,"(763, 139)",person,1,4413
360,"(714, 132)",person,2,4413
382,"(616, 119)",bicycle,3,4413
393,"(628, 113)",person,4,4413
409,"(474, 187)",person,5,4413
281,"(762, 142)",bicycle,0,4414
282,"(763, 139)",person,1,4414
360,"(714, 132)",person,2,4414
371,"(618, 113)",person,3,4414
382,"(616, 119)",bicycle,4,4414
393,"(629, 113)",person,5,4414
409,"(475, 186)",person,6,4414
281,"(762, 142)",bicycle,0,4415
282,"(763, 139)",person,1,4415
360,"(714, 132)",person,2,4415
371,"(618, 112)",person,3,4415
382,"(616, 119)",bicycle,4,4415
393,"(628, 112)",person,5,4415
409,"(481, 182)",person,6,4415
281,"(763, 142)",bicycle,0,4416
282,"(763, 139)",person,1,4416
360,"(714, 133)",person,2,4416
382,"(616, 119)",bicycle,3,4416
393,"(628, 112)",person,4,4416
409,"(487, 180)",person,5,4416
281,"(763, 142)",bicycle,0,4417
282,"(763, 138)",person,1,4417
360,"(714, 133)",person,2,4417
382,"(616, 119)",bicycle,3,4417
393,"(628, 112)",person,4,4417
409,"(491, 179)",person,5,4417
281,"(763, 142)",bicycle,0,4418
282,"(762, 138)",person,1,4418
360,"(714, 133)",person,2,4418
382,"(616, 119)",bicycle,3,4418
393,"(628, 112)",person,4,4418
409,"(494, 179)",person,5,4418
281,"(763, 142)",bicycle,0,4419
282,"(763, 138)",person,1,4419
360,"(714, 134)",person,2,4419
371,"(618, 112)",person,3,4419
382,"(616, 119)",bicycle,4,4419
393,"(628, 112)",person,5,4419
409,"(494, 178)",person,6,4419
281,"(763, 142)",bicycle,0,4420
282,"(763, 138)",person,1,4420
360,"(714, 134)",person,2,4420
371,"(618, 111)",person,3,4420
382,"(616, 119)",bicycle,4,4420
393,"(628, 112)",person,5,4420
409,"(495, 177)",person,6,4420
281,"(762, 142)",bicycle,0,4421
282,"(763, 138)",person,1,4421
360,"(715, 133)",person,2,4421
371,"(618, 111)",person,3,4421
382,"(616, 118)",bicycle,4,4421
393,"(628, 113)",person,5,4421
409,"(494, 174)",person,6,4421
281,"(763, 142)",bicycle,0,4422
282,"(763, 138)",person,1,4422
360,"(714, 133)",person,2,4422
371,"(618, 111)",person,3,4422
382,"(616, 118)",bicycle,4,4422
393,"(629, 113)",person,5,4422
409,"(493, 172)",person,6,4422
281,"(762, 142)",bicycle,0,4423
282,"(763, 138)",person,1,4423
360,"(714, 133)",person,2,4423
371,"(619, 112)",person,3,4423
382,"(616, 118)",bicycle,4,4423
393,"(628, 113)",person,5,4423
409,"(492, 171)",person,6,4423
281,"(762, 142)",bicycle,0,4424
282,"(763, 138)",person,1,4424
360,"(714, 133)",person,2,4424
371,"(618, 112)",person,3,4424
382,"(616, 118)",bicycle,4,4424
393,"(628, 113)",person,5,4424
409,"(493, 171)",person,6,4424
281,"(762, 142)",bicycle,0,4425
282,"(763, 138)",person,1,4425
360,"(715, 134)",person,2,4425
371,"(622, 112)",person,3,4425
382,"(616, 118)",bicycle,4,4425
393,"(628, 113)",person,5,4425
409,"(496, 169)",person,6,4425
281,"(762, 142)",bicycle,0,4426
282,"(763, 138)",person,1,4426
360,"(714, 134)",person,2,4426
371,"(620, 112)",person,3,4426
382,"(616, 118)",bicycle,4,4426
393,"(628, 114)",person,5,4426
409,"(499, 166)",person,6,4426
281,"(762, 142)",bicycle,0,4427
282,"(763, 138)",person,1,4427
360,"(714, 134)",person,2,4427
371,"(623, 113)",person,3,4427
382,"(616, 118)",bicycle,4,4427
393,"(628, 114)",person,5,4427
409,"(504, 165)",person,6,4427
281,"(763, 142)",bicycle,0,4428
282,"(763, 138)",person,1,4428
360,"(715, 134)",person,2,4428
371,"(623, 113)",person,3,4428
382,"(616, 118)",bicycle,4,4428
393,"(628, 114)",person,5,4428
409,"(507, 164)",person,6,4428
281,"(763, 142)",bicycle,0,4429
282,"(763, 138)",person,1,4429
360,"(715, 135)",person,2,4429
382,"(616, 118)",bicycle,3,4429
393,"(628, 114)",person,4,4429
409,"(509, 164)",person,5,4429
281,"(763, 142)",bicycle,0,4430
282,"(763, 138)",person,1,4430
360,"(715, 135)",person,2,4430
382,"(616, 118)",bicycle,3,4430
393,"(629, 114)",person,4,4430
409,"(511, 164)",person,5,4430
281,"(763, 142)",bicycle,0,4431
282,"(763, 138)",person,1,4431
360,"(715, 136)",person,2,4431
373,"(709, 136)",person,3,4431
382,"(616, 118)",bicycle,4,4431
393,"(629, 114)",person,5,4431
409,"(512, 163)",person,6,4431
281,"(763, 142)",bicycle,0,4432
282,"(763, 138)",person,1,4432
360,"(715, 136)",person,2,4432
371,"(619, 113)",person,3,4432
373,"(709, 137)",person,4,4432
382,"(616, 118)",bicycle,5,4432
393,"(628, 113)",person,6,4432
409,"(512, 160)",person,7,4432
281,"(763, 142)",bicycle,0,4433
282,"(763, 138)",person,1,4433
360,"(715, 137)",person,2,4433
371,"(619, 113)",person,3,4433
373,"(710, 137)",person,4,4433
382,"(616, 118)",bicycle,5,4433
393,"(628, 113)",person,6,4433
409,"(511, 159)",person,7,4433
281,"(763, 142)",bicycle,0,4434
282,"(763, 138)",person,1,4434
360,"(715, 137)",person,2,4434
371,"(619, 113)",person,3,4434
373,"(712, 137)",person,4,4434
382,"(616, 118)",bicycle,5,4434
393,"(628, 113)",person,6,4434
409,"(511, 157)",person,7,4434
281,"(763, 142)",bicycle,0,4435
282,"(763, 138)",person,1,4435
360,"(710, 137)",person,2,4435
371,"(619, 113)",person,3,4435
373,"(714, 137)",person,4,4435
382,"(616, 118)",bicycle,5,4435
393,"(628, 113)",person,6,4435
409,"(513, 157)",person,7,4435
281,"(763, 142)",bicycle,0,4436
282,"(763, 138)",person,1,4436
360,"(708, 138)",person,2,4436
371,"(618, 113)",person,3,4436
373,"(714, 137)",person,4,4436
382,"(616, 118)",bicycle,5,4436
393,"(628, 113)",person,6,4436
409,"(515, 157)",person,7,4436
281,"(763, 142)",bicycle,0,4437
282,"(763, 138)",person,1,4437
360,"(708, 137)",person,2,4437
371,"(619, 113)",person,3,4437
373,"(714, 137)",person,4,4437
382,"(616, 118)",bicycle,5,4437
393,"(628, 113)",person,6,4437
409,"(519, 156)",person,7,4437
281,"(763, 142)",bicycle,0,4438
282,"(763, 138)",person,1,4438
360,"(707, 137)",person,2,4438
371,"(618, 112)",person,3,4438
373,"(715, 137)",person,4,4438
382,"(616, 119)",bicycle,5,4438
393,"(629, 112)",person,6,4438
409,"(524, 153)",person,7,4438
281,"(763, 142)",bicycle,0,4439
282,"(763, 138)",person,1,4439
371,"(618, 112)",person,2,4439
373,"(715, 137)",person,3,4439
382,"(616, 119)",bicycle,4,4439
393,"(628, 112)",person,5,4439
409,"(528, 153)",person,6,4439
281,"(763, 142)",bicycle,0,4440
282,"(763, 138)",person,1,4440
371,"(618, 112)",person,2,4440
373,"(715, 137)",person,3,4440
382,"(616, 119)",bicycle,4,4440
393,"(628, 112)",person,5,4440
409,"(530, 152)",person,6,4440
281,"(763, 142)",bicycle,0,4441
282,"(763, 138)",person,1,4441
360,"(708, 137)",person,2,4441
371,"(618, 113)",person,3,4441
373,"(715, 137)",person,4,4441
382,"(616, 119)",bicycle,5,4441
393,"(629, 113)",person,6,4441
409,"(530, 152)",person,7,4441
281,"(763, 142)",bicycle,0,4442
282,"(763, 138)",person,1,4442
360,"(710, 137)",person,2,4442
371,"(618, 113)",person,3,4442
373,"(715, 137)",person,4,4442
382,"(616, 119)",bicycle,5,4442
393,"(628, 113)",person,6,4442
409,"(532, 152)",person,7,4442
281,"(763, 142)",bicycle,0,4443
282,"(763, 138)",person,1,4443
360,"(709, 137)",person,2,4443
373,"(715, 137)",person,3,4443
382,"(616, 119)",bicycle,4,4443
393,"(628, 113)",person,5,4443
409,"(532, 150)",person,6,4443
281,"(763, 142)",bicycle,0,4444
282,"(763, 138)",person,1,4444
360,"(708, 137)",person,2,4444
371,"(619, 114)",person,3,4444
373,"(715, 136)",person,4,4444
382,"(616, 119)",bicycle,5,4444
393,"(628, 113)",person,6,4444
409,"(531, 149)",person,7,4444
281,"(763, 142)",bicycle,0,4445
282,"(763, 138)",person,1,4445
360,"(709, 137)",person,2,4445
371,"(618, 114)",person,3,4445
373,"(715, 136)",person,4,4445
382,"(616, 118)",bicycle,5,4445
393,"(628, 112)",person,6,4445
409,"(531, 150)",person,7,4445
281,"(762, 142)",bicycle,0,4446
282,"(763, 138)",person,1,4446
360,"(709, 137)",person,2,4446
373,"(715, 137)",person,3,4446
382,"(616, 118)",bicycle,4,4446
393,"(628, 112)",person,5,4446
409,"(532, 148)",person,6,4446
281,"(763, 142)",bicycle,0,4447
282,"(763, 138)",person,1,4447
360,"(709, 138)",person,2,4447
373,"(715, 137)",person,3,4447
382,"(616, 118)",bicycle,4,4447
393,"(628, 114)",person,5,4447
409,"(533, 147)",person,6,4447
281,"(763, 142)",bicycle,0,4448
282,"(763, 138)",person,1,4448
371,"(624, 112)",person,2,4448
373,"(715, 137)",person,3,4448
382,"(616, 118)",bicycle,4,4448
393,"(628, 113)",person,5,4448
409,"(536, 147)",person,6,4448
281,"(763, 142)",bicycle,0,4449
282,"(763, 138)",person,1,4449
360,"(709, 138)",person,2,4449
371,"(625, 112)",person,3,4449
373,"(715, 137)",person,4,4449
382,"(616, 118)",bicycle,5,4449
393,"(628, 113)",person,6,4449
409,"(541, 145)",person,7,4449
281,"(763, 142)",bicycle,0,4450
282,"(763, 138)",person,1,4450
360,"(709, 138)",person,2,4450
373,"(714, 137)",person,3,4450
382,"(616, 118)",bicycle,4,4450
393,"(628, 113)",person,5,4450
409,"(545, 144)",person,6,4450
281,"(763, 142)",bicycle,0,4451
282,"(763, 138)",person,1,4451
360,"(708, 138)",person,2,4451
373,"(712, 137)",person,3,4451
382,"(616, 118)",bicycle,4,4451
393,"(628, 113)",person,5,4451
409,"(546, 143)",person,6,4451
281,"(762, 142)",bicycle,0,4452
282,"(763, 138)",person,1,4452
360,"(708, 138)",person,2,4452
373,"(711, 138)",person,3,4452
382,"(616, 119)",bicycle,4,4452
393,"(628, 112)",person,5,4452
409,"(547, 143)",person,6,4452
281,"(762, 142)",bicycle,0,4453
282,"(763, 138)",person,1,4453
360,"(708, 138)",person,2,4453
373,"(712, 138)",person,3,4453
382,"(616, 119)",bicycle,4,4453
393,"(628, 113)",person,5,4453
409,"(548, 142)",person,6,4453
281,"(762, 142)",bicycle,0,4454
282,"(763, 138)",person,1,4454
360,"(708, 138)",person,2,4454
373,"(713, 138)",person,3,4454
382,"(616, 119)",bicycle,4,4454
393,"(627, 113)",person,5,4454
409,"(550, 142)",person,6,4454
281,"(762, 142)",bicycle,0,4455
282,"(763, 138)",person,1,4455
360,"(707, 138)",person,2,4455
373,"(712, 138)",person,3,4455
382,"(616, 119)",bicycle,4,4455
393,"(627, 113)",person,5,4455
409,"(550, 139)",person,6,4455
281,"(762, 142)",bicycle,0,4456
282,"(763, 138)",person,1,4456
360,"(708, 138)",person,2,4456
373,"(711, 138)",person,3,4456
382,"(616, 119)",bicycle,4,4456
393,"(627, 113)",person,5,4456
409,"(550, 139)",person,6,4456
281,"(762, 142)",bicycle,0,4457
282,"(763, 138)",person,1,4457
360,"(709, 138)",person,2,4457
373,"(713, 138)",person,3,4457
382,"(616, 118)",bicycle,4,4457
393,"(627, 113)",person,5,4457
409,"(550, 138)",person,6,4457
281,"(763, 142)",bicycle,0,4458
282,"(763, 138)",person,1,4458
360,"(708, 138)",person,2,4458
373,"(714, 138)",person,3,4458
382,"(616, 118)",bicycle,4,4458
393,"(628, 113)",person,5,4458
409,"(551, 138)",person,6,4458
281,"(763, 142)",bicycle,0,4459
282,"(763, 138)",person,1,4459
360,"(708, 138)",person,2,4459
371,"(624, 112)",person,3,4459
373,"(714, 138)",person,4,4459
382,"(616, 118)",bicycle,5,4459
393,"(628, 113)",person,6,4459
409,"(553, 138)",person,7,4459
281,"(763, 142)",bicycle,0,4460
282,"(763, 138)",person,1,4460
360,"(708, 138)",person,2,4460
371,"(625, 113)",person,3,4460
373,"(714, 138)",person,4,4460
382,"(616, 118)",bicycle,5,4460
393,"(628, 113)",person,6,4460
409,"(556, 137)",person,7,4460
281,"(763, 142)",bicycle,0,4461
282,"(763, 138)",person,1,4461
360,"(708, 138)",person,2,4461
371,"(625, 111)",person,3,4461
373,"(714, 138)",person,4,4461
382,"(616, 119)",bicycle,5,4461
393,"(628, 112)",person,6,4461
409,"(559, 136)",person,7,4461
281,"(763, 142)",bicycle,0,4462
282,"(763, 138)",person,1,4462
360,"(708, 138)",person,2,4462
371,"(625, 110)",person,3,4462
382,"(616, 119)",bicycle,4,4462
393,"(628, 112)",person,5,4462
409,"(562, 135)",person,6,4462
281,"(763, 143)",bicycle,0,4463
282,"(763, 138)",person,1,4463
360,"(708, 137)",person,2,4463
371,"(624, 110)",person,3,4463
373,"(713, 138)",person,4,4463
382,"(616, 119)",bicycle,5,4463
393,"(628, 112)",person,6,4463
409,"(565, 135)",person,7,4463
281,"(763, 143)",bicycle,0,4464
282,"(763, 138)",person,1,4464
360,"(707, 137)",person,2,4464
371,"(624, 109)",person,3,4464
373,"(713, 138)",person,4,4464
382,"(615, 119)",bicycle,5,4464
